clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
crew,1,neutral,2015-02-21 23:49:05+00:00,United,0
thanks sure arranged move earlier flight gate seat assignment super nice agent gate ord,2,positive,2015-02-21 23:47:34+00:00,United,0
quality work going,0,negative,2015-02-21 23:42:56+00:00,United,0
customer service rep confirm bag each gave different info ruined events today disappointed,0,negative,2015-02-21 23:42:29+00:00,United,1
let know help millions customers treated like garbage coincidence ranked worst airline,0,negative,2015-02-21 23:41:03+00:00,United,1
yes after landing last night spoke baggage claim customer service reps finally spoke one amazing ticket agent,0,negative,2015-02-21 23:39:00+00:00,United,0
charging biz flight somewhat egregious charging top sam adams draft united club usurious,0,negative,2015-02-21 23:36:44+00:00,United,1
see thanks explaining,2,positive,2015-02-21 23:33:51+00:00,United,0
social listening capabilities awful reply context mentioned,0,negative,2015-02-21 23:31:49+00:00,United,0
follow phone call,0,negative,2015-02-21 23:30:31+00:00,United,0
after hour wait issue resolved contact customer service comment wait time thanks contacting,2,positive,2015-02-21 23:29:22+00:00,United,0
yes must fixed broken ramp thanks,2,positive,2015-02-21 23:25:53+00:00,United,0
flight basically prison runway sfo delays hrs sitting water answers reminded hate airline,0,negative,2015-02-21 23:24:08+00:00,United,0
thanks,2,positive,2015-02-21 23:23:19+00:00,United,0
hey missed outbound flight still use return ticket,1,neutral,2015-02-21 23:20:46+00:00,United,0
says final carrier air doesnt want bag claim sorry want clothes,0,negative,2015-02-21 23:20:24+00:00,United,0
seriously hrs bags iad intl arvls carousel custs cancelled flightled connects understand irrops ridiculous,0,negative,2015-02-21 23:20:22+00:00,United,0
most terrible flight experience happening everyone right now flight delays hrs total missed flights now thnx,0,negative,2015-02-21 23:20:13+00:00,United,0
one bag claim want mga now,0,negative,2015-02-21 23:18:31+00:00,United,0
failed uncontrollably today beyond repair beyond livid absolute disregard operations,0,negative,2015-02-21 23:17:43+00:00,United,0
opal dragon book dragon ali woven murdering ways philippines australia,1,neutral,2015-02-21 23:17:00+00:00,United,0
friend traveled today never luggage recourse person buy clothes reimbursed,0,negative,2015-02-21 23:14:33+00:00,United,0
keep getting kicked error message trying purchase flight tried least,0,negative,2015-02-21 23:12:22+00:00,United,0
any way message international flight gate ewr road conditions horrible trying flight,1,neutral,2015-02-21 23:11:45+00:00,United,0
hello doing world record attempt amount ball point pens collection please help pen,1,neutral,2015-02-21 23:11:34+00:00,United,0
culture issue,0,negative,2015-02-21 23:09:32+00:00,United,0
rep wouldn rebook such waste time poor communication,0,negative,2015-02-21 23:09:14+00:00,United,0
flight late flight due mechanical issues flights past days,0,negative,2015-02-21 23:08:01+00:00,United,1
employees almost seem happy delivery terrible customer service,0,negative,2015-02-21 23:06:22+00:00,United,1
service desk iad,1,neutral,2015-02-21 23:04:51+00:00,United,0
flight major city already cancelled flightled hours before departure due weather backup planes,0,negative,2015-02-21 22:58:42+00:00,United,1
kurt crew amazing today made son birthday kindness hope fly again soon,2,positive,2015-02-21 22:55:14+00:00,United,0
hold phone well over half hour waiting make reservation change wanted make online help,0,negative,2015-02-21 22:48:01+00:00,United,0
instead wait plane ottawa never came now back home try again tomorrow suitcase still lost,0,negative,2015-02-21 22:38:35+00:00,United,0
glad solve prob experience remains fly again united,0,negative,2015-02-21 22:38:26+00:00,United,0
cancelled flighted flight iad jax supposed use plane bna used plane another destination instead,0,negative,2015-02-21 22:37:44+00:00,United,0
appreciate early arrival any chance ord ever bring bags out,0,negative,2015-02-21 22:29:34+00:00,United,0
possible make ticket change twitter traveling internationally make calls thanks advance,1,neutral,2015-02-21 22:29:22+00:00,United,0
broken luggage mild case food poisoning lhr iah who email about,0,negative,2015-02-21 22:26:49+00:00,United,0
filled out hope someone responds before book next trip,0,negative,2015-02-21 22:26:02+00:00,United,0
friends sitting houston since flight cancelled flighted still don any answers badcustomerservice voucherwhatajoke,0,negative,2015-02-21 22:25:49+00:00,United,0
meant changed planes hate seating over wing wanted booked formal complaint,0,negative,2015-02-21 22:24:51+00:00,United,0
give email address send actually screen shot,1,neutral,2015-02-21 22:23:11+00:00,United,0
guys again changed ages double booked seats even though platinum other person none,0,negative,2015-02-21 22:23:08+00:00,United,0
checked email file correct,1,neutral,2015-02-21 22:22:34+00:00,United,0
haven before haven time checked spam junk mail case nothing,0,negative,2015-02-21 22:20:22+00:00,United,0
sloppy stuff don see anymore united raised expectations team poor,0,negative,2015-02-21 22:17:42+00:00,United,0
long take response customer service about complaint done through email,0,negative,2015-02-21 22:17:40+00:00,United,0
bag tagging led many people backing aisle front bags,0,negative,2015-02-21 22:17:13+00:00,United,0
cabin crew huge offenders stood conversational cluster blocking exiting passengers,0,negative,2015-02-21 22:16:42+00:00,United,0
allowing passengers flight block exit plane,0,negative,2015-02-21 22:16:01+00:00,United,0
wheelchairs,0,negative,2015-02-21 22:15:41+00:00,United,0
commitment good turnaround operations mgr counted dozen small issues individual performance,0,negative,2015-02-21 22:15:32+00:00,United,0
nightmare continues,0,negative,2015-02-21 22:15:10+00:00,United,0
team added mins turnaround,0,negative,2015-02-21 22:14:32+00:00,United,0
million miler flying almost every week observe gate flight crews committed good operations,2,positive,2015-02-21 22:12:46+00:00,United,0
call wait times over minutes airport wait times longer,0,negative,2015-02-21 22:11:22+00:00,United,0
thanks,2,positive,2015-02-21 22:11:01+00:00,United,0
yes waiting four hours one able help,0,negative,2015-02-21 22:10:42+00:00,United,0
thank compensating lost bags fly again unitedairlines,2,positive,2015-02-21 22:10:14+00:00,United,0
sitting runway hours ridiculous,0,negative,2015-02-21 22:09:08+00:00,United,0
service pretty much ruined day thanks weak attempt,0,negative,2015-02-21 22:07:07+00:00,United,0
forgot tell flight coming thanks allowing miss connection,0,negative,2015-02-21 22:04:53+00:00,United,0
such deodorant shampoo toothpaste seems like limited correct,0,negative,2015-02-21 22:04:44+00:00,United,0
why forced check rollaboard plenty room overhead next seat,0,negative,2015-02-21 22:04:14+00:00,United,0
please don take membership away,0,negative,2015-02-21 22:03:14+00:00,United,0
please economy plus seat awful day cancelled flighted flights after lots planning,0,negative,2015-02-21 21:52:45+00:00,United,0
stranded weather blame hold speak agent doesn understand concept time zones thanks,0,negative,2015-02-21 21:52:37+00:00,United,0
yaayy yay prom,1,neutral,2015-02-21 21:52:14+00:00,United,0
system gave seat away now economy econ seat give plus seat away,0,negative,2015-02-21 21:51:51+00:00,United,0
asked boyfriend prom over loudspeaker flight said yes best day ever thank much,2,positive,2015-02-21 21:50:18+00:00,United,0
yep used twice case numbers assigned tried again screen says thank submitting request,0,negative,2015-02-21 21:50:08+00:00,United,0
please moved seats lost upgrade seat ticket hand,0,negative,2015-02-21 21:50:02+00:00,United,0
appreciated,2,positive,2015-02-21 21:43:28+00:00,United,0
hmmm seems like something changed flyerfriendly,2,positive,2015-02-21 21:41:39+00:00,United,0
problem follow back thank,2,positive,2015-02-21 21:39:14+00:00,United,0
any help appreciated looong wait help something fault,0,negative,2015-02-21 21:38:54+00:00,United,0
husband supposed fly rdu iad then iad fra leaving hours cancelled flighted flight wait phone,0,negative,2015-02-21 21:38:19+00:00,United,0
probably least satisfactory airline ever never fails disappoint,0,negative,2015-02-21 21:38:15+00:00,United,0
flight amazing best flight ever kidding service incredible,2,positive,2015-02-21 21:37:09+00:00,United,0
sure why call customer care customer don care,0,negative,2015-02-21 21:36:51+00:00,United,0
who charge making decisions over cancelled flightling flight unacceptable belize right now,0,negative,2015-02-21 21:36:05+00:00,United,0
fly normally doesn happen let flyers provide own feedback thank,0,negative,2015-02-21 21:34:48+00:00,United,1
upgrade first class nice way fix earlier mistake thank,2,positive,2015-02-21 21:34:35+00:00,United,0
about plowing snow gate before plane arrives don sit minutes after flight fail,0,negative,2015-02-21 21:31:14+00:00,United,0
saturday morning man dies ebola,1,neutral,2015-02-21 21:29:33+00:00,United,0
rhonda atlanta airport redeemed guys straightened out,2,positive,2015-02-21 21:27:59+00:00,United,0
being done about experience family terrible experience kind like being robbed explain,0,negative,2015-02-21 21:27:22+00:00,United,1
great job losing one six bags direct flight don know manage,0,negative,2015-02-21 21:26:24+00:00,United,0
worst customer service denver,0,negative,2015-02-21 21:20:16+00:00,United,0
ruined day start trip sfo gig both legs changed lost paid upgrade class seat moved econ econ,0,negative,2015-02-21 21:16:30+00:00,United,0
allowed allowed carried checked baggage,1,neutral,2015-02-21 21:16:08+00:00,United,0
now board movement min wow experience keeps getting worse worse,0,negative,2015-02-21 21:16:08+00:00,United,0
employee gate min before boarding like expect customers competent company like rivals,0,negative,2015-02-21 21:14:53+00:00,United,0
wonder cabin filthy badservice,0,negative,2015-02-21 21:14:03+00:00,United,0
then asked stewardess take disinfectant wipe trash said hands badservice,0,negative,2015-02-21 21:13:25+00:00,United,0
need united better airline,0,negative,2015-02-21 21:12:26+00:00,United,1
flight cancelled flightled due mechanical issues ask cab fare say weather help,0,negative,2015-02-21 21:08:55+00:00,United,0
haven booked yet asking before book,1,neutral,2015-02-21 21:07:49+00:00,United,0
looks like connection delayed too make thanks,2,positive,2015-02-21 21:07:34+00:00,United,0
luckily disinfectant wipes job welcome badservice,0,negative,2015-02-21 21:07:32+00:00,United,0
really clean food coffee stains off area around seats new passengers come aboard gross,0,negative,2015-02-21 21:06:07+00:00,United,0
cldnt happier many plastic wing pins given flight love amazing staff nice,2,positive,2015-02-21 21:02:53+00:00,United,1
since ord ewr delayed pushing into meal time mean catered meals first,1,neutral,2015-02-21 20:59:12+00:00,United,0
help invest planes people less stock buybacks executive pay maybe then disappoint,0,negative,2015-02-21 20:56:38+00:00,United,0
roc flight cancelled flightled love snowy drive home useful substitutes,0,negative,2015-02-21 20:55:13+00:00,United,0
correct correct sorry lost,1,neutral,2015-02-21 20:52:05+00:00,United,0
crazy long form need something other than video,0,negative,2015-02-21 20:51:17+00:00,United,0
hope see same issue return flight tomorrow,0,negative,2015-02-21 20:48:56+00:00,United,0
flight cancelled flightled ridiculous,0,negative,2015-02-21 20:46:51+00:00,United,0
flying,1,neutral,2015-02-21 20:43:47+00:00,United,0
shouldn page head best call hold mins,0,negative,2015-02-21 20:43:22+00:00,United,0
developers flying down tmrw morn min layover earlier flight layover move,1,neutral,2015-02-21 20:39:49+00:00,United,0
thanks reply better seat next leg munich nice,2,positive,2015-02-21 20:37:57+00:00,United,0
appreciate getting put hold min then getting hung because requesting help big group try delta,0,negative,2015-02-21 20:33:44+00:00,United,0
home calgary without added expense accommodations meals,1,neutral,2015-02-21 20:33:21+00:00,United,0
thank reply frustration spending upgrade puts wait list,0,negative,2015-02-21 20:32:57+00:00,United,0
staff try throwing luggage around,0,negative,2015-02-21 20:32:24+00:00,United,0
stranded flying new orleans huston tonight stuck two days rather fly than wait,0,negative,2015-02-21 20:30:14+00:00,United,0
hello flying first class behind people zone pls pass app dept board class first,0,negative,2015-02-21 20:29:52+00:00,United,0
thank taking care mom reflight booking problems flight phl,2,positive,2015-02-21 20:29:33+00:00,United,0
anyone deal person cowardly customer service looked eyes anyone,0,negative,2015-02-21 20:28:32+00:00,United,0
nope called lost seating preference paid still sit see happens flight late flightr,0,negative,2015-02-21 20:27:35+00:00,United,0
stuck trying denver engine shut down twice terminal any available flights,0,negative,2015-02-21 20:27:05+00:00,United,0
ill check out appreciate response regardless,2,positive,2015-02-21 20:26:42+00:00,United,0
nope case either time,1,neutral,2015-02-21 20:18:53+00:00,United,0
yes cancelled flightled moved figure out car rental changes such,0,negative,2015-02-21 20:15:18+00:00,United,0
troubling news time raise bar legroom,0,negative,2015-02-21 20:14:34+00:00,United,0
phenomenal frm gate sea gate iad,2,positive,2015-02-21 20:14:25+00:00,United,0
thanks hopefully easily resolved,2,positive,2015-02-21 20:09:15+00:00,United,0
gold international baggage limit apply booked ticket even domestic leg travel friends,1,neutral,2015-02-21 20:09:08+00:00,United,0
terrible travel experience traveled miles roundtrip two cancelled flightlations short hops cost two days,0,negative,2015-02-21 20:05:03+00:00,United,0
why charging people see freaking flight map,0,negative,2015-02-21 20:04:43+00:00,United,0
flight mco delayed scheduled arrive after connection departs options,0,negative,2015-02-21 20:02:09+00:00,United,0
company values customer after reading tweets only one who feels way lostmybusiness,0,negative,2015-02-21 20:02:07+00:00,United,0
insulted disrespected met incompetence every turn about voucher domestic round trip,0,negative,2015-02-21 19:59:14+00:00,United,1
day iad cvg iad both cancelled flightled united other airlines operating friend stuck now miss intl flight help,0,negative,2015-02-21 19:59:08+00:00,United,0
already concern pls check,1,neutral,2015-02-21 19:49:36+00:00,United,0
well don want customers frustrated compensate appropriately screw royally fakesincerity,0,negative,2015-02-21 19:46:17+00:00,United,1
aware fly lot sad change shoes boots happyflight,1,neutral,2015-02-21 19:46:00+00:00,United,0
thanks,2,positive,2015-02-21 19:44:46+00:00,United,0
employees angriest angst iest group people anywhere except tasha check iah,0,negative,2015-02-21 19:39:41+00:00,United,0
doubtful fly united again traveling lot sales manager covering north america,0,negative,2015-02-21 19:38:46+00:00,United,0
finally gave let after threatened send back vegas coach thnx,2,positive,2015-02-21 19:35:21+00:00,United,0
worst customer non service sure,0,negative,2015-02-21 19:29:47+00:00,United,0
worst airline ever,0,negative,2015-02-21 19:29:18+00:00,United,0
same flight number different flight heading mpls,1,neutral,2015-02-21 19:29:11+00:00,United,0
flights taking off iad afternoon,1,neutral,2015-02-21 19:25:03+00:00,United,0
bangkok days spend husband mid deployment leave like asap,1,neutral,2015-02-21 19:24:17+00:00,United,0
let employees know good service kind attitude towards customers vital kind business thanks,0,negative,2015-02-21 19:23:12+00:00,United,1
husband,1,neutral,2015-02-21 19:23:03+00:00,United,0
need assistance line out door travelling kids,0,negative,2015-02-21 19:21:28+00:00,United,0
friend hare flight say proof bought class tkt boarding pass,0,negative,2015-02-21 19:15:42+00:00,United,0
gave smile today zero award computers some sense humour,2,positive,2015-02-21 19:15:39+00:00,United,0
right now tropic air san pedro belize line out door due elected appointed hacks,0,negative,2015-02-21 19:14:09+00:00,United,0
take compliment mistaken several times member staff flight time remove scarf,1,neutral,2015-02-21 19:13:54+00:00,United,0
new mileage policy awful before paid slightly united because miles now difference,0,negative,2015-02-21 19:12:56+00:00,United,0
anyone assure aircraft coming denver left previous destination flight,0,negative,2015-02-21 19:11:36+00:00,United,0
yes refund ticket give email address let know happened,0,negative,2015-02-21 19:09:26+00:00,United,0
like speak custexp jimmy samartzis sent survey email about awful flight exp,0,negative,2015-02-21 19:06:46+00:00,United,0
delayed san pedro belize scheduled fly out belize city houston wait please,0,negative,2015-02-21 19:05:10+00:00,United,0
hello united take care call center mexico city office terrible attitude lady who helping,0,negative,2015-02-21 19:00:04+00:00,United,1
great guessing late flight open service horrible overcharging don care everyone miserable,0,negative,2015-02-21 18:58:25+00:00,United,0
glad means something lol,1,neutral,2015-02-21 18:57:39+00:00,United,0
unbelievably disappointed delay after delay stop messing life,0,negative,2015-02-21 18:56:35+00:00,United,1
really great flattering story about proud,0,negative,2015-02-21 18:55:16+00:00,United,0
able seat earlier flight sfo ind add ord ind,1,neutral,2015-02-21 18:52:33+00:00,United,0
snowy roads bwi called mileageplus told flight cancelled flighted hours ago rcvd notification pls help,0,negative,2015-02-21 18:49:04+00:00,United,0
interviewed yesterday flight attendant last person recruiter said lost file came back interview,0,negative,2015-02-21 18:48:00+00:00,United,0
remember business pleasant experience means tell friend bad experience means tell everyone see,0,negative,2015-02-21 18:41:49+00:00,United,0
let assure travel time timezones accuratetraveltimes rdtimethishashappened,0,negative,2015-02-21 18:37:24+00:00,United,1
bums lose biggest bag flight,0,negative,2015-02-21 18:37:08+00:00,United,0
airlines cable internet,0,negative,2015-02-21 18:32:27+00:00,United,0
customers customer service,0,negative,2015-02-21 18:31:31+00:00,United,0
great decision making skills flight ops iah bag makes minute connection don flight pushed early disappointed,0,negative,2015-02-21 18:31:03+00:00,United,0
meanwhile fucked flight festivities already full swing united fairway club overlooking hole,0,negative,2015-02-21 18:26:31+00:00,United,0
process purchasing ticket prices changed unbelievable ripoffs pricediscrimination,0,negative,2015-02-21 18:24:54+00:00,United,0
although stranded chicago hare another hours any chance cracker jack service team provide meal,0,negative,2015-02-21 18:18:36+00:00,United,0
flights cancelled flighted trip refunded without difficulty staff extremely helpful complaints way handle bad weather,2,positive,2015-02-21 18:16:54+00:00,United,0
hours after landing atl still bags means clothes makeup unitedairlines nothappy,0,negative,2015-02-21 18:12:14+00:00,United,0
bullying workforce gate agents work team against never cool delays flights unitedairlines,0,negative,2015-02-21 18:10:52+00:00,United,1
really fucked day hilo lax min delay because software missed connection getting home hrs late flightr upgrade nothin,0,negative,2015-02-21 18:05:33+00:00,United,1
send someone customer service counter person dia concourse across gate,0,negative,2015-02-21 18:02:30+00:00,United,0
sure why expected anyone,0,negative,2015-02-21 18:00:36+00:00,United,1
true gate agents caused helpful thanks making miss connection,0,negative,2015-02-21 17:58:02+00:00,United,0
yes luckily,1,neutral,2015-02-21 17:56:12+00:00,United,0
birthday sister coming celebrate flights keep cancelled flighting plz,0,negative,2015-02-21 17:52:17+00:00,United,0
hold flight slc den,0,negative,2015-02-21 17:50:53+00:00,United,0
den phx flight tomorrow cancelled flighted asked overnight nite lax sna told without paying wrong,0,negative,2015-02-21 17:48:04+00:00,United,0
please follow,1,neutral,2015-02-21 17:47:28+00:00,United,0
thank help,2,positive,2015-02-21 17:37:55+00:00,United,0
yeah didn happen,0,negative,2015-02-21 17:36:39+00:00,United,0
why still bags arrived website says still airport hours late flightr nothappy,0,negative,2015-02-21 17:36:32+00:00,United,0
maintenance issue stuck geneva meal voucher won even cover plate flight spaghetti really,0,negative,2015-02-21 17:35:57+00:00,United,1
hate bumped out seat selected empty row moved another seat non empty flt nonupgrade,0,negative,2015-02-21 17:32:13+00:00,United,0
announcement extra baggage find empty bin down aisle back baggage seat row agents argueing,0,negative,2015-02-21 17:27:53+00:00,United,0
bags arrived sure miss customer focused days used fly hoping wakes,0,negative,2015-02-21 17:27:07+00:00,United,1
total class seats connecting flight crew late flight miss connection next plane yet don honor,0,negative,2015-02-21 17:24:14+00:00,United,0
too much info share tweet please send name contact info happy supply images rep names,0,negative,2015-02-21 17:23:15+00:00,United,1
once again lack customer service astounds worst airline history airlines train staff,0,negative,2015-02-21 17:20:53+00:00,United,1
extremely disappointed flight united left crew pssgrs stranded rain gate cover left psngrs depart plane,0,negative,2015-02-21 17:20:03+00:00,United,0
besides landing plane overall customer service experience poor late flight rude workers plus missing luggage,0,negative,2015-02-21 17:15:46+00:00,United,1
calling global services help desk phone,1,neutral,2015-02-21 17:14:29+00:00,United,0
final pls don let connection leave conf npbhd,1,neutral,2015-02-21 17:11:31+00:00,United,0
fuck shitty fucking information,0,negative,2015-02-21 17:05:31+00:00,United,1
good thank,2,positive,2015-02-21 17:00:25+00:00,United,0
much ski bag cost check bag contains pair skis one pair poles,1,neutral,2015-02-21 16:59:55+00:00,United,0
wasn frustrating well any way relate flightd anyway impressed made,2,positive,2015-02-21 16:55:55+00:00,United,0
thanks,1,neutral,2015-02-21 16:52:50+00:00,United,0
now wouldn let log email thx hoping dtw ase without issue today,1,neutral,2015-02-21 16:49:25+00:00,United,0
router top fuselage,2,positive,2015-02-21 16:41:42+00:00,United,0
sfo aus seat appears mite problem recently confirmed over bug bites mites,0,negative,2015-02-21 16:30:48+00:00,United,0
come reopen ord clear growing backlog,0,negative,2015-02-21 16:29:56+00:00,United,0
customer service delay coupon only redeemed website higher prices than expedia call wait time mins,0,negative,2015-02-21 16:29:29+00:00,United,1
strongly considering taking business elsewhere unitedairlines,0,negative,2015-02-21 16:24:52+00:00,United,0
website won allow post required document keep getting having technical difficulties,0,negative,2015-02-21 16:24:51+00:00,United,0
lounge heathrow used,1,neutral,2015-02-21 16:23:26+00:00,United,0
really needs start upgrading planes tvs then inflight wifi currently unavailable unitedairlines,0,negative,2015-02-21 16:20:52+00:00,United,0
digging new mileage earning plan earn about miles now any changes award ticket prices,0,negative,2015-02-21 16:20:50+00:00,United,0
outsourcing ticket gate agents mia ill advised roc service went downhill keep employees fliers first,0,negative,2015-02-21 16:17:08+00:00,United,0
hung customer service after waiting min hold guess vacation happening website wasn working,0,negative,2015-02-21 16:16:51+00:00,United,0
bad idea let people back terminal food vouchers allow only minutes anything long lines,0,negative,2015-02-21 16:13:27+00:00,United,0
going mileage plus accounts login through username email down least three days,0,negative,2015-02-21 16:10:45+00:00,United,0
incentive give another chance,0,negative,2015-02-21 16:04:00+00:00,United,0
dad booked through orbitz due weather make airport help,1,neutral,2015-02-21 16:00:54+00:00,United,0
finally right response united must check issue ewr puj friday,0,negative,2015-02-21 15:59:53+00:00,United,0
begin newark london heathrow route,1,neutral,2015-02-21 15:57:36+00:00,United,1
rebooked arrived hours late flightr last year hrs san diego inflight entertainment,0,negative,2015-02-21 15:56:59+00:00,United,0
lost bag huston leave bahamas cruise today nola buy new stuff customer service non existent,0,negative,2015-02-21 15:54:57+00:00,United,0
site errored out last step changing award now even pull reservation minute wait time thanks,0,negative,2015-02-21 15:51:53+00:00,United,0
chance today fly dam let see redeem yourself after last horrendous trip states,0,negative,2015-02-21 15:48:29+00:00,United,0
impressed far app worth damn sms updates flight,2,positive,2015-02-21 15:40:02+00:00,United,0
any last minute flight deals cute little frequentflyer friday flight cancelled flightled,1,neutral,2015-02-21 15:38:54+00:00,United,0
worst customer service experience ever united airlines,0,negative,2015-02-21 15:27:11+00:00,United,1
airlines only time ever fly airline disgrace listened tweet horrible,0,negative,2015-02-21 15:21:50+00:00,United,0
diverged burlington vermont sucks,0,negative,2015-02-21 15:21:12+00:00,United,0
officially most inefficient boarding procedure reason take mins board plane,0,negative,2015-02-21 15:16:23+00:00,United,1
hours sitting plane hasn left gate yet hours actual flying left,0,negative,2015-02-21 15:15:41+00:00,United,0
sent details customer care link sent almost month ago response,0,negative,2015-02-21 15:12:42+00:00,United,0
terrible service military members families ridiculous unitedairlines,0,negative,2015-02-21 15:01:56+00:00,United,0
question future flight booking problems dub jac jac lax lax dub checked bag allowance jac lax,1,neutral,2015-02-21 15:00:29+00:00,United,0
flight cancelled flighted needing some help reflight booking problems,0,negative,2015-02-21 14:59:49+00:00,United,0
surprised took over mins never experienced anything like number,0,negative,2015-02-21 14:53:16+00:00,United,0
taxies departing newark liberty airport,1,neutral,2015-02-21 14:41:39+00:00,United,1
afraid fly service every week unhappy spend too much money unhappy,0,negative,2015-02-21 14:38:15+00:00,United,0
thank daughters party proj weather cond doesn look promising please assist earlier flts cmh,2,positive,2015-02-21 14:38:11+00:00,United,0
going cancelled flight flights today everyone favor now don stall inevitable,0,negative,2015-02-21 14:35:48+00:00,United,0
plane waiting gate two hours passengers onboard cramped seats yuck,0,negative,2015-02-21 14:35:36+00:00,United,0
flight delayed hours due mechanical issue use free drink make inconvenience,0,negative,2015-02-21 14:25:17+00:00,United,0
cell phone record needs checked see who conversed trust faa handle better,0,negative,2015-02-21 14:23:31+00:00,United,1
wireless epic fail greedy piggy worst,0,negative,2015-02-21 14:20:26+00:00,United,0
inspected picture routine aircraft check while cell phone faa nyt say,0,negative,2015-02-21 14:20:00+00:00,United,1
airserv contractors aren worth wet damn min late flight still done bags made checkin calamity,0,negative,2015-02-21 13:59:25+00:00,United,1
never fly again terrible service ruined entire vacation lostsuitcase noreimbursement,0,negative,2015-02-21 13:59:17+00:00,United,0
web app won let upgrade seats call center wait time minutes plus want legroom pita,0,negative,2015-02-21 13:44:14+00:00,United,0
characters cover reasons afraid,0,negative,2015-02-21 13:39:26+00:00,United,1
while busy cell phone,0,negative,2015-02-21 13:35:32+00:00,United,0
really fill out form about flight experience sent email email address,0,negative,2015-02-21 13:26:14+00:00,United,0
left gate minutes early thoughts doesn count sit tarmac half hour comeonpeople,0,negative,2015-02-21 13:25:18+00:00,United,0
kudos capt herman relayed chief pilot emailing someone,2,positive,2015-02-21 13:24:41+00:00,United,0
flight departing website says delayed due operational difficulties mean,0,negative,2015-02-21 13:22:36+00:00,United,0
teach gate agents lie learn own overhead space bag didn check,0,negative,2015-02-21 13:08:15+00:00,United,0
first officer checking prior departure ewr yesterday while cell safety,1,neutral,2015-02-21 13:05:58+00:00,United,0
booked however gate rebooked late flightr flight now flight didnt earn pqd,0,negative,2015-02-21 13:00:38+00:00,United,0
coupled self service policies cost cutting exacerbates noted issues,0,negative,2015-02-21 12:53:27+00:00,United,0
appreciate immediate offer suspect long term issue simple fix ski bootbag policy awkward best,0,negative,2015-02-21 12:50:25+00:00,United,0
isnt simple issue generally set check baggage policies logan general unhelpfulness employees early,0,negative,2015-02-21 12:48:17+00:00,United,0
terrible illogical route after cancelled flightled connection then made pay check bag then lost bag ual,0,negative,2015-02-21 12:43:07+00:00,United,0
already follow one number agents rebooked went ugh,0,negative,2015-02-21 12:39:43+00:00,United,0
good job cle tpa schedule inches snow,2,positive,2015-02-21 12:09:56+00:00,United,0
never fails delayed flights,0,negative,2015-02-21 12:03:38+00:00,United,0
yes about other people,0,negative,2015-02-21 11:51:17+00:00,United,0
elp friendly flyerfriendly united emb elpaso,2,positive,2015-02-21 11:49:42+00:00,United,0
booked into first class curbside delivery hours now counting teamusa,0,negative,2015-02-21 11:36:45+00:00,United,0
lets email boarding pass,1,neutral,2015-02-21 11:33:18+00:00,United,0
hope don miss connection help flight booking problems please follow confirmation done thx,1,neutral,2015-02-21 11:30:16+00:00,United,0
ridiculous delayed hours counting booked diff airline takes seriously unitedsucks,0,negative,2015-02-21 11:22:15+00:00,United,0
provide voucher one customers tweet about day long earnedmybusiness,2,positive,2015-02-21 11:19:13+00:00,United,0
msp employees trying check several hundred line crazy miss plane sure thank these employees,0,negative,2015-02-21 11:02:57+00:00,United,0
stellar customer service earned business attention detail,2,positive,2015-02-21 10:58:41+00:00,United,0
service staff great usual cleanliness smells bit much back satisfied traveler,2,positive,2015-02-21 10:57:25+00:00,United,0
now arrives lax,1,neutral,2015-02-21 10:55:04+00:00,United,0
lax den scheduled land lax please rebook denver best flight,0,negative,2015-02-21 10:50:14+00:00,United,0
first class passenger pay inflight wifi,0,negative,2015-02-21 10:45:12+00:00,United,0
hey upgraded hour international flight forgive thank,2,positive,2015-02-21 10:39:09+00:00,United,0
flight out bgm cancelled flightled last night hotel voucher pay cab back worse cab experience ever,0,negative,2015-02-21 10:21:10+00:00,United,0
first flight iah iad delayed because one hooked ground power plane together folks,0,negative,2015-02-21 10:17:05+00:00,United,0
way plane loses software believe decided upgrade,0,negative,2015-02-21 10:17:02+00:00,United,0
already missed connection,0,negative,2015-02-21 10:14:47+00:00,United,0
typically once problem fixed then crew expires delay turns into cancelled flight,0,negative,2015-02-21 10:13:18+00:00,United,0
delayed again charged late flight say well,0,negative,2015-02-21 10:10:37+00:00,United,0
trying far away king scollegelondon possible charity today help jailbreak rag,1,neutral,2015-02-21 10:05:44+00:00,United,0
friend stuck bus runway pek two small kids customer service explanation kids crying awful service,0,negative,2015-02-21 10:05:11+00:00,United,0
yes food add some gluten free options while,2,positive,2015-02-21 09:00:36+00:00,United,0
guys suck never fly again supervisors suck too,0,negative,2015-02-21 08:56:17+00:00,United,0
flight new york love quality planes united wtf crappy aviation newyork,0,negative,2015-02-21 08:50:34+00:00,United,0
page united values tweet rare receive tweets complimenting service most fake,1,neutral,2015-02-21 08:45:04+00:00,United,0
yes keep getting same robotic answer,0,negative,2015-02-21 08:22:01+00:00,United,0
thank great flight gfc cheers,2,positive,2015-02-21 07:29:49+00:00,United,0
bad customer service nyc few weeks ago thinking moving,0,negative,2015-02-21 07:28:22+00:00,United,0
united ceo decided outsource push out skilled loyal employees lack staff,0,negative,2015-02-21 07:25:32+00:00,United,0
mean employees really nice literally sobbed,0,negative,2015-02-21 07:23:44+00:00,United,0
means say many complaints today week month respond alone,0,negative,2015-02-21 07:21:59+00:00,United,0
flying home event tomorrow pushed back flight now ticket won home time,0,negative,2015-02-21 07:20:49+00:00,United,0
